,timestamp,val0,label
0,11977,0.5193953725115548,True
1,11979,0.9314402861404564,True
2,11980,1.107405743312514,True
3,11981,1.4494526964474808,True
4,11982,1.584292622920933,True
5,11983,1.4921339139081309,True
6,11984,1.4399687356974669,True
7,11985,1.1433321018086908,True
8,11986,0.8740081505949723,True
9,11987,0.612111650312235,True
10,11988,0.1530217863520682,True
11,11989,-0.1583122022449533,True
12,11990,-0.6722779686989807,True
13,11991,-0.8055265255500407,True
14,11992,-1.1835384051808395,True
15,11993,-1.4487027822997174,True
16,11994,-1.4690312354440944,True
17,11995,-1.5289000633744465,True
18,11996,-1.4461720087430274,True
19,11997,-1.1487484439494164,True
20,11998,-1.1130863141555003,True
21,11999,-0.6755402032819355,True
22,12000,-0.4310289386400422,True
23,12002,0.4564539441517371,True
24,12003,0.7252699297238139,True
25,12004,0.9818803987916664,True
26,12005,1.3611799389954249,True
27,12007,1.6279570567816573,True
28,12008,1.495489803066118,True
29,12009,1.3802535130840634,True
30,12010,1.251794052129451,True
31,12011,0.9511112795676726,True
32,12012,0.5635242975665409,True
33,12014,-0.1843387845715891,True
34,12015,-0.4626495108480174,True
35,12016,-0.9408900788361242,True
36,12017,-1.1280257431820282,False
37,12019,-1.539919027939793,True
38,12020,-1.4094956556370155,True
39,12021,-1.48517125634174,True
40,12022,-1.1868743541553968,True
41,12023,-0.9253053788998712,True
42,12025,-0.4186277950198599,False
43,12027,0.453527919892889,True
44,12028,0.7623270821496012,True
45,12029,0.9230414265293352,True
46,12030,1.115086147649195,True
47,12031,1.5669324459752887,True
48,12032,1.4192095150207835,True
49,12033,1.3841697031645122,True
50,12034,1.2506230275693002,True
51,12036,0.8025761298734191,True
52,12038,0.2076532575504415,True
53,12039,-0.2241342415181974,True
54,12040,-0.5277576531340524,True
55,12041,-0.987122739510669,True
56,12042,-1.1104068440448551,True
57,12043,-1.2992149554338228,True
58,12044,-1.4376612569089686,True
59,12045,-1.5190186006624755,True
60,12046,-1.4632198902916782,True
61,12047,-1.2068405045462771,True
62,12048,-1.055185325783714,True
63,12049,-0.885591901969756,True
64,12050,-0.4106867400906636,True
65,12051,0.0558695938596365,True
66,12052,0.2443755499177597,True
