,timestamp,val0,label
0,769,12.0,True
1,770,109.0,True
2,771,54.0,True
3,772,31.0,True
4,773,108.0,True
5,774,27.0,True
6,775,89.0,True
7,776,89.0,True
8,777,77.0,True
9,778,106.0,True
10,779,107.0,True
11,780,98.0,True
12,781,110.0,True
13,782,91.0,True
14,783,108.0,True
15,784,131.0,True
16,785,105.0,True
17,786,115.0,True
18,787,42.0,True
19,788,11.0,True
20,789,6.0,True
21,790,11.0,True
22,791,5.0,True
23,792,4.0,True
24,793,3.0,True
25,794,15.0,False
26,795,20.0,True
27,796,20.0,True
28,797,59.0,True
29,798,106.0,True
30,799,92.0,True
31,800,97.0,True
32,801,112.0,True
33,802,39.0,True
34,803,42.0,True
35,804,52.0,True
36,805,51.0,True
37,806,48.0,True
38,807,50.0,True
39,808,39.0,True
40,809,82.0,True
41,810,124.0,True
42,811,97.0,True
43,812,40.0,True
44,813,42.0,True
45,814,19.0,True
46,815,17.0,True
47,816,10.0,True
48,817,13.0,True
49,818,10.0,True
50,819,23.0,True
51,820,36.0,True
52,821,35.0,True
53,822,44.0,True
54,823,45.0,True
55,824,27.0,True
56,825,36.0,True
57,826,31.0,True
58,827,89.0,True
59,828,41.0,True
60,829,46.0,True
61,830,49.0,True
62,831,45.0,True
63,832,97.0,True
64,833,111.0,True
65,834,42.0,True
66,835,69.0,True
67,836,44.0,True
68,837,35.0,True
69,838,12.0,True
70,839,6.0,True
71,840,4.0,True
72,841,7.0,True
73,842,13.0,True
74,843,21.0,True
75,844,23.0,True
76,845,35.0,True
77,846,53.0,True
78,847,44.0,True
79,848,54.0,True
80,849,83.0,True
81,850,43.0,True
82,851,50.0,True
83,852,48.0,True
84,853,78.0,True
85,854,111.0,True
86,855,108.0,True
87,856,63.0,True
88,857,60.0,True
89,858,71.0,True
90,859,40.0,True
91,860,28.0,True
92,861,15.0,True
93,862,12.0,True
94,863,13.0,True
95,864,5.0,True
96,865,9.0,True
97,866,5.0,True
98,867,70.0,True
99,868,47.0,True
100,869,65.0,True
101,870,67.0,True
102,871,52.0,True
103,872,73.0,True
104,873,61.0,True
105,874,52.0,True
106,875,42.0,True
107,876,25.0,True
108,877,91.0,True
109,878,73.0,True
110,879,73.0,True
111,880,62.0,True
112,881,121.0,True
113,882,122.0,True
114,883,1026.0,True
115,884,4513.0,True
116,885,5393.0,True
117,886,569.0,True
118,887,573.0,True
119,888,622.0,True
120,889,603.0,True
121,890,813.0,True
122,891,378.0,True
123,892,721.0,True
124,893,138.0,True
125,894,99.0,True
126,895,353.0,True
127,896,236.0,True
128,897,155.0,True
129,898,438.0,True
130,899,44.0,True
131,900,44.0,True
132,901,24.0,True
133,902,33.0,True
134,903,33.0,True
135,904,59.0,True
136,905,62.0,True
137,906,91.0,True
138,907,62.0,True
139,908,26.0,True
140,909,13.0,True
141,910,6.0,True
