,timestamp,val0,label
0,1,182.478,False
1,2,176.231,False
2,3,183.917,False
3,4,177.798,False
4,5,165.469,False
5,6,181.878,False
6,7,184.502,False
7,8,183.303,False
8,9,177.578,False
9,10,171.641,False
10,11,191.014,False
11,12,184.068,False
12,13,188.457,False
13,14,175.739,False
14,15,175.524,False
15,16,189.128,False
16,17,176.885,False
17,18,167.14,False
18,19,173.723,False
19,20,168.46,False
20,21,177.623,False
21,22,183.888,False
22,23,167.487,False
23,24,165.572,False
24,25,170.48,False
25,26,172.474,False
26,27,166.448,False
27,28,163.098,False
28,29,163.544,False
29,30,163.816,False
30,31,186.38,False
31,32,178.898,False
32,33,166.19,False
33,34,165.544,False
34,35,166.867,False
35,36,178.212,False
36,37,169.749,False
37,38,169.483,False
38,39,165.488,False
39,40,159.746,False
40,41,172.564,False
41,42,166.777,False
42,43,168.385,False
43,44,165.223,False
44,45,157.756,False
45,46,175.925,False
46,47,166.959,False
47,48,164.471,False
48,49,162.761,False
49,50,163.818,False
50,51,169.341,False
51,52,165.941,False
52,53,164.946,False
53,54,156.219,False
54,55,159.29,False
55,56,161.539,False
56,57,157.605,False
57,58,151.828,False
58,59,154.479,False
59,60,151.459,False
60,61,180.53,False
61,62,171.3,False
62,63,171.844,False
63,64,163.034,False
64,65,153.117,False
65,66,157.77,False
66,67,165.823,False
67,68,163.57,False
68,69,159.084,False
69,70,162.019,False
70,71,167.267,False
71,72,167.108,False
72,73,166.51,False
73,74,158.249,False
74,75,158.625,False
75,76,168.985,False
76,77,156.887,False
77,78,155.343,False
78,79,151.819,False
79,80,160.722,False
80,81,168.085,False
81,82,163.103,False
82,83,158.216,False
83,84,157.37,False
84,85,152.185,False
85,86,159.28,False
86,87,154.135,False
87,88,148.597,False
88,89,148.528,False
89,90,144.448,False
90,91,168.824,False
91,92,161.965,False
92,93,148.596,False
93,94,148.214,False
94,95,148.805,False
95,96,156.696,False
96,97,154.009,False
97,98,147.022,False
98,99,140.947,False
99,100,146.761,False
100,101,154.866,False
101,102,152.099,False
102,103,149.217,False
103,104,149.261,False
104,105,143.929,False
105,106,152.212,False
106,107,160.4,False
107,108,159.471,False
108,109,155.319,False
109,110,152.193,False
110,111,156.45,False
111,112,156.507,False
112,113,144.858,False
113,114,144.852,False
114,115,144.988,False
115,116,147.222,False
116,117,143.011,False
117,118,134.409,False
118,119,134.392,False
119,120,134.646,False
120,121,157.175,False
121,122,150.374,False
122,123,151.579,False
123,124,133.844,False
124,125,21.351,False
125,126,120.827,False
126,127,144.293,False
127,128,137.726,False
128,129,131.608,False
129,130,135.32,False
130,131,142.626,False
131,132,138.043,False
132,133,143.144,False
133,134,137.443,False
134,135,125.936,False
135,136,146.905,False
136,137,130.365,False
137,138,127.836,False
138,139,129.805,False
139,140,128.26,False
140,141,137.431,False
141,142,136.627,False
142,143,132.495,False
143,144,127.664,False
144,145,127.829,False
145,146,127.672,False
146,147,127.524,False
147,148,122.496,False
148,149,122.858,False
149,150,121.402,False
150,151,142.0,False
151,152,131.1,False
152,153,123.333,False
153,154,123.423,False
154,155,121.757,False
155,156,125.587,False
156,157,117.429,False
157,158,117.851,False
158,159,113.609,False
159,160,114.699,False
160,161,118.897,False
161,162,110.782,False
162,163,116.2,False
163,164,116.546,False
164,165,114.914,False
165,166,120.002,False
166,167,114.761,False
167,168,112.547,False
168,169,115.787,False
169,170,112.887,False
170,171,119.855,False
171,172,112.784,False
172,173,114.041,False
173,174,115.58,False
174,175,109.522,False
175,176,111.574,False
176,177,109.292,False
177,178,108.028,False
178,179,111.188,False
179,180,107.032,False
180,181,122.559,False
181,182,107.587,False
182,183,104.558,False
183,184,109.036,False
184,185,102.332,False
185,186,102.671,False
186,187,95.9881,False
187,188,102.611,False
188,189,103.685,False
189,190,102.725,False
190,191,108.086,False
191,192,107.713,False
192,193,102.713,False
193,194,102.108,False
194,195,102.683,False
195,196,104.973,False
196,197,100.602,False
197,198,99.92,False
198,199,99.1323,False
199,200,101.645,False
200,201,106.207,False
201,202,102.862,False
202,203,101.776,False
203,204,97.6762,False
204,205,101.029,False
205,206,103.359,False
206,207,98.014,False
207,208,96.974,False
208,209,95.9727,False
209,210,96.2408,False
210,211,108.303,False
211,212,98.2091,False
212,213,94.8747,False
213,214,90.6219,False
214,215,91.9962,False
215,216,94.3371,False
216,217,94.326,False
217,218,95.3841,False
218,219,93.4592,False
219,220,100.792,False
220,221,99.682,False
221,222,93.4157,False
222,223,94.2993,False
223,224,94.656,False
224,225,90.9435,False
225,226,97.455,False
226,227,90.3269,False
227,228,89.8066,False
228,229,92.6011,False
229,230,93.924,False
230,231,96.1645,False
231,232,94.9842,False
232,233,90.8373,False
233,234,92.7636,False
234,235,89.351,False
235,236,92.1673,False
236,237,87.0788,False
237,238,90.0895,False
238,239,88.5783,False
239,240,90.4594,False
240,241,113.17,False
241,242,92.4069,False
242,243,91.5526,False
243,244,91.2018,False
244,245,90.4372,False
245,246,93.188,False
246,247,90.4892,False
247,248,94.2971,False
248,249,87.3674,False
249,7449,25.2264,False
250,7450,25.1927,False
251,7451,27.6501,False
252,7452,24.8858,False
253,7453,24.8099,False
254,7454,24.295,False
255,7455,24.5221,False
256,7456,26.7354,False
257,7457,24.7589,False
258,7458,25.63,False
259,7459,24.6949,False
260,7460,23.6518,False
261,7461,27.6977,False
262,7462,25.8687,False
263,7463,24.6654,False
264,7464,24.6694,False
265,7465,24.4351,False
266,7466,25.7723,False
267,7467,24.2502,False
268,7468,25.0965,False
269,7469,23.9362,False
270,7470,24.4127,False
271,7471,32.8182,False
272,7472,27.4586,False
273,7473,26.3163,False
274,7474,30.3965,False
275,7475,26.9516,False
276,7476,26.8908,False
277,7477,28.9461,False
278,7478,28.9742,False
279,7479,30.0406,False
280,7480,28.8507,False
281,7481,32.7811,False
282,7482,27.7468,False
283,7483,30.8174,False
284,7484,28.5658,False
285,7485,27.6677,False
286,7486,31.0409,False
287,7487,42.3687,False
288,7488,48.337,False
289,7489,47.0822,False
290,7490,45.234,False
291,7491,54.7834,False
292,7492,66.976,False
293,7493,65.1062,False
294,7494,65.4835,False
295,7495,64.2602,False
296,7496,79.9957,False
297,7497,83.7718,False
298,7498,86.2702,False
299,7499,94.9688,False
300,7500,102.511,False
301,7501,123.432,False
302,7502,112.065,False
303,7503,113.125,False
304,7504,109.186,False
305,7505,100.249,False
306,7506,110.295,False
307,7507,104.231,False
308,7508,96.9767,False
309,7509,106.858,False
310,7510,101.169,False
311,7511,113.991,False
312,7512,114.283,False
313,7513,117.719,False
314,7514,107.738,False
315,7515,97.8598,False
316,7516,105.538,False
317,7517,99.7499,False
318,7518,101.126,False
319,7519,103.112,False
320,7520,99.2972,False
321,7521,112.482,False
322,7522,99.3852,False
323,7523,98.3029,False
324,7524,98.4448,False
325,7525,97.6923,False
326,7526,105.71,False
327,7527,98.5454,False
328,7528,93.2877,False
329,7529,101.755,False
330,7530,98.0553,False
331,7531,130.459,False
332,7532,104.251,False
333,7533,115.085,False
334,7534,95.269,False
335,7535,101.532,False
336,7536,109.431,False
337,7537,93.3864,False
338,7538,94.4553,False
339,7539,95.4128,False
340,7540,91.7461,False
341,7541,106.417,False
342,7542,96.8187,False
343,7543,102.753,False
344,7544,93.546,False
345,7545,96.5112,False
346,7546,109.288,False
347,7547,94.8979,False
348,7548,118.27,False
349,7549,97.1973,False
350,7550,91.3234,False
351,7551,105.277,False
352,7552,95.9526,False
353,7553,93.0463,False
354,7554,87.1108,False
355,7555,88.2654,False
356,7556,93.015,False
357,7557,94.7344,False
358,7558,95.7193,False
359,7559,86.3216,False
360,7560,87.1946,False
361,7561,108.975,False
362,7562,95.7174,False
363,7563,108.002,False
364,7564,104.886,False
365,7565,94.837,False
366,7566,101.004,False
367,7567,98.8867,False
368,7568,98.306,False
369,7569,94.517,False
370,7570,96.1784,False
371,7571,110.262,False
372,7572,103.727,False
373,7573,109.68,False
374,7574,109.58,False
375,7575,127.933,False
376,7576,154.775,False
377,7577,148.862,False
